,,Report Time (dynamic),2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06
Country Name,Store Shopping Mission,Brand Name,Selection,Active Merchants,"Δ %, Active Merchants PP",Merchant Availability Rate,"Δ ppt, Merchant Availability Rate PP",SKU Availability,"Δ ppt, SKU Availability PP",Value,"Eater Frees, AOV %","Δ %, Eater Fees, AOV % PP","Item-Level Promo, GMV %","Δ %, Item-Level Promo Share PP","Campaigns Discount, GMV %","Δ %, Campaigns Promo Share PP",Orders with Delivery Fee Campaign,"Δ ppt, Orders with Delivery Fee Campaign PP",Service,"Not-delivered orders, %","Δ ppt, Not-Delivered Orders PP","Total Delivery Time, min","Δ %, Total Delivery Time PP",Late Delivery (10+min) Rate,"Δ ppt, Late Delivery (10+min) Rate PP",Order Defect Rate,"Δ ppt, Order Defect Rate PP",Order Replacement Rate,"Δ ppt, Order Replacement Rate PP",CS Ticket Order Rate,"Δ ppt, CS Ticket Rate PP",Selection,Active Merchants,"Δ %, Active Merchants PP",Merchant Availability Rate,"Δ ppt, Merchant Availability Rate PP",SKU Availability,"Δ ppt, SKU Availability PP",Value,"Eater Frees, AOV %","Δ %, Eater Fees, AOV % PP","Item-Level Promo, GMV %","Δ %, Item-Level Promo Share PP","Campaigns Discount, GMV %","Δ %, Campaigns Promo Share PP",Orders with Delivery Fee Campaign,"Δ ppt, Orders with Delivery Fee Campaign PP",Service,"Not-delivered orders, %","Δ ppt, Not-Delivered Orders PP","Total Delivery Time, min","Δ %, Total Delivery Time PP",Late Delivery (10+min) Rate,"Δ ppt, Late Delivery (10+min) Rate PP",Order Defect Rate,"Δ ppt, Order Defect Rate PP",Order Replacement Rate,"Δ ppt, Order Replacement Rate PP",CS Ticket Order Rate,"Δ ppt, CS Ticket Rate PP",Selection,Active Merchants,"Δ %, Active Merchants PP",Merchant Availability Rate,"Δ ppt, Merchant Availability Rate PP",SKU Availability,"Δ ppt, SKU Availability PP",Value,"Eater Frees, AOV %","Δ %, Eater Fees, AOV % PP","Item-Level Promo, GMV %","Δ %, Item-Level Promo Share PP","Campaigns Discount, GMV %","Δ %, Campaigns Promo Share PP",Orders with Delivery Fee Campaign,"Δ ppt, Orders with Delivery Fee Campaign PP",Service,"Not-delivered orders, %","Δ ppt, Not-Delivered Orders PP","Total Delivery Time, min","Δ %, Total Delivery Time PP",Late Delivery (10+min) Rate,"Δ ppt, Late Delivery (10+min) Rate PP",Order Defect Rate,"Δ ppt, Order Defect Rate PP",Order Replacement Rate,"Δ ppt, Order Replacement Rate PP",CS Ticket Order Rate,"Δ ppt, CS Ticket Rate PP"
Ukraine,Alcohol Stores,CE PYVBAR,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,CHMILNYJ CRAFT BEER SHOP,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,CZECH PIVOVAR,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Alcohol Stores,DRAFT BEER,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,DRAFT BEER BROV,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,DROFA,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,DROVA ODESA,0,0,-100%,0%,-15.5,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,0%,16%,-73.2,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,,89%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,DVA DRAKONA,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,FALCONBEER,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,FIRMOVYI MAHAZYN STO PUDIV,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,GAMBRINUS,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,GAVA CRAFT,0,0,-100%,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,0%,9%,-17.2,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,,26%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,GOD OF BEER,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,GOLDEN BEER,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,GOOD BEER KV,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,GOODBEER,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,GRAND BEER,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,HAVAN ALCO,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,-100%,0%,-25.2,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,,25%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,KATRAN,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,KAVA PYVO,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,KEGA,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,KEGABEER,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,KHMIL + GRILL,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,-100%,0%,-33.6,,,0,,,,,,,,,0,,,,,,,,,,,,,45.089424133,1,,34%,,,,45.089424133,20%,,24%,,8%,,25%,,45.089424133,43%,,46,,0%,,0%,,,,29%,
Ukraine,Alcohol Stores,KHMILNIY DIM,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,KHMILʹNA KRYNYTSYA,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,KUKHOL PYVA,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,KULTURA PYVA,0,1,0%,86%,33.4,,,0,,,,,,,,,0,,,,,,,,,,,,,83.745635986,1,0%,52%,7.3,,,83.745635986,16%,7.7,58%,-41.8,10%,-14.7,0%,-66.7,83.745635986,0%,-25.,38,-1%,0%,0.,0%,0.,,,0%,0.,98.419616699,1,,45%,,,,98.419616699,8%,,100%,,25%,,67%,,98.419616699,25%,,38,,0%,,0%,,,,0%,
Ukraine,Alcohol Stores,LAMPA KYIV,0,1,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Alcohol Stores,LET'S BEER,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,LIBEERTY,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,LIVE BEER,0,0,-100%,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,0%,22%,-6.8,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,,29%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,LOCATSIA,0,0,-100%,0%,-11.9,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,0%,12%,-83.3,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,,95%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,MAHAZYN BEERBEER,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,MAHAZYN ROZLYVNYKH NAPOIV BEERMOOD,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,MAHAZYN UKRKHALIAL,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,MAHAZYNKAFE AZS BEER,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,NASTAV CHAS PYVA,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PINTA PYVA,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PIVAS,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PIVLANDIA,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PIVNUHA,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PIVO VIZMY,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PO KUKHLIU,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,POLTAVA PYVO,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PORT WINE BAR,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PRO PYVO,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PYVNA SICH,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PYVNE MISCE,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PYVNI TRADYCII,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PYVNYI KYXOL,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PYVNYI MARKET BOCHKA,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PYVNYJ ETYKET,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PYVNYJ PATRIOT,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PYVNYJ SMAK,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PYVNYTSIA 05,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PYVO BUM,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PYVO YE,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PYVO Z MISTA BERDYCHIV,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,PYVOMAN,0,1,,89%,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Alcohol Stores,PYVOTEKA,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,SHOPOPIVU,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,SNACK&BEER,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,SPICER,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,SUNIY KIT,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,TANDEM PYVOMARKET,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,TARANPIVO,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,TERITORYIAPIVA,0,1,,4%,3.8,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,THE BEERSHOP#1,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,-100%,0%,-36.7,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,,37%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,TINA`S RESTO,0,1,0%,71%,-6.9,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,0%,77%,-14.5,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,,92%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,VINOOPOKOLINO,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,VYNOKURNIA ZAKHIDNA,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,WINE GALLERY,0,1,0%,0%,-95.7,,,0,,,,,,,,,0,,,,,,,,,,,,,596.966247559,1,0%,96%,-2.8,,,596.966247559,7%,-6.2,0%,0.,0%,0.,0%,0.,596.966247559,21%,7.7,34,17%,11%,-2.8,0%,0.,,,0%,0.,221.477371216,1,,98%,,,,221.477371216,14%,,0%,,0%,,0%,,221.477371216,13%,,29,,13%,,0%,,,,0%,
Ukraine,Alcohol Stores,YEPYVO,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,-100%,0%,-85.1,,,0,,,,,,,,,0,,,,,,,,,,,,,89.642616272,1,,85%,,,,89.642616272,26%,,59%,,19%,,36%,,89.642616272,8%,,31,,8%,,0%,,,,0%,
Ukraine,Alcohol Stores,YOSHKIN KIT,0,1,0%,82%,-18.5,,,0,,,,,,,,,0,100%,0.,,,0%,0.,,,,,0%,0.,0,1,0%,100%,50.9,,,0,,,,,,,,,0,100%,,,,0%,,,,,,0%,,0,1,,49%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,ZHYVE PYVO,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Convenience Stores,EAT HOUSE,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Convenience Stores,EKO DYVO UKRAYINA,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Convenience Stores,MAISTERNIYA VARENYKIV,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Convenience Stores,TANDEM PYVOMARKET,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Convenience Stores,VASH LAVASH BAKERY,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Erotic,FRESH HEAVEN SHOP,0,1,0%,19%,7.4,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,0%,11%,-17.3,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,,28%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Flower Shops,AMELI FLOWERS,0,1,0%,80%,-8.4,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,0%,89%,-6.2,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,,95%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Flower Shops,DARUI KVITY,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Flower Shops,DON BUTON FLOWERS,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Flower Shops,ELEN HELEN,0,1,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Flower Shops,FAIRY TALE,0,1,0%,13%,7.4,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,0%,6%,-22.9,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,,29%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Flower Shops,FLOWERS,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Flower Shops,GREEN HOUSE LILY,0,0,-100%,0%,-25.9,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,,26%,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Flower Shops,IN LOVE FLOWERS,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Flower Shops,JUST FLOWERS,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Flower Shops,KATSUMI.FLO,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Flower Shops,KOLIBRI,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Flower Shops,KVITKA,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
